"event","indiv","selec","start","end","group","type","group.size","experiment","time","year.audio","flight.time"
"ch1MPI2020-01-23_09-36-48_0000098.wav","982126058484259",46889,116.0014,116.0524,"15","Regular",3,"Regular",116.0269,"2020-98",119.999990400001
"ch1MPI2020-01-23_09-36-48_0000098.wav","900200000206710",46867,119.5728,119.6238,"15","Regular",3,"Regular",119.5983,"2020-98",119.999990400001
"ch1MPI2020-01-23_09-36-48_0000098.wav","900200000206710",291,119.5748,119.6258,"15","Regular",3,"Regular",119.6003,"2020-98",119.999990400001
"ch1MPI2020-01-23_09-36-48_0000098.wav","982126058484259",46880,124.8075,124.8585,"15","Regular",3,"Regular",124.833,"2020-98",119.999990400001
"ch1MPI2020-01-23_09-36-48_0000098.wav","900200000206443",46884,126.8068,126.8578,"15","Regular",3,"Regular",126.8323,"2020-98",119.999990400001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3373,20.9007,20.9516999999999,"GM31","Artificial",2,"Artificial",20.9262,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3399,22.9134,22.9643999999999,"GM31","Artificial",2,"Artificial",22.9388999999999,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3388,35.1854,35.2363999999999,"GM31","Artificial",2,"Artificial",35.2109,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3377,40.098,40.1489999999999,"GM31","Artificial",2,"Artificial",40.1235,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3362,40.5687,40.6196999999999,"GM31","Artificial",2,"Artificial",40.5942,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",4988,42.9961,43.0470999999999,"GM31","Artificial",2,"Artificial",43.0215999999999,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3363,43.6427,43.6936999999999,"GM31","Artificial",2,"Artificial",43.6681999999999,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126057846184",3382,48.1394,48.1903999999999,"GM31","Artificial",2,"Artificial",48.1648999999999,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3375,49.9354,49.9863999999999,"GM31","Artificial",2,"Artificial",49.9609,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3403,52.6807,52.7316999999999,"GM31","Artificial",2,"Artificial",52.7062,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126057846184",3452,59.3447,59.3956999999999,"GM31","Artificial",2,"Artificial",59.3702,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126057846184",3420,59.4007,59.4516999999999,"GM31","Artificial",2,"Artificial",59.4262,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3387,59.7921,59.8430999999999,"GM31","Artificial",2,"Artificial",59.8175999999999,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126057846184",393,60.2294,60.2803999999999,"GM31","Artificial",2,"Artificial",60.2548999999999,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126057846184",3397,60.2327,60.2837000000004,"GM31","Artificial",2,"Artificial",60.2582000000002,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3415,61.2681,61.3190999999999,"GM31","Artificial",2,"Artificial",61.2935999999999,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3413,61.9541,62.0051000000004,"GM31","Artificial",2,"Artificial",61.9796000000002,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3372,67.6094,67.6603999999999,"GM31","Artificial",2,"Artificial",67.6348999999999,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3364,68.8148,68.8657999999999,"GM31","Artificial",2,"Artificial",68.8403,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3398,69.1394,69.1904000000004,"GM31","Artificial",2,"Artificial",69.1649000000002,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3389,73.3394,73.3903999999999,"GM31","Artificial",2,"Artificial",73.3648999999999,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3391,75.0688,75.1197999999999,"GM31","Artificial",2,"Artificial",75.0942999999999,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3369,77.0801,77.1310999999999,"GM31","Artificial",2,"Artificial",77.1056,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3404,78.8661,78.9170999999999,"GM31","Artificial",2,"Artificial",78.8916,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3401,79.2648,79.3157999999999,"GM31","Artificial",2,"Artificial",79.2902999999999,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126057846184",2751,82.6714,82.7223999999999,"GM31","Artificial",2,"Artificial",82.6968999999999,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126057846184",3412,82.6728,82.7237999999999,"GM31","Artificial",2,"Artificial",82.6982999999999,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3418,85.5728,85.6238000000004,"GM31","Artificial",2,"Artificial",85.5983000000002,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3374,87.1148,87.1657999999999,"GM31","Artificial",2,"Artificial",87.1403,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3400,90.2948,90.3457999999999,"GM31","Artificial",2,"Artificial",90.3202999999999,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3425,90.3481,90.3990999999999,"GM31","Artificial",2,"Artificial",90.3736,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126057846184",3414,94.2041,94.2550999999999,"GM31","Artificial",2,"Artificial",94.2295999999999,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3386,95.0921,95.1430999999999,"GM31","Artificial",2,"Artificial",95.1176,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3417,99.1968,99.2477999999999,"GM31","Artificial",2,"Artificial",99.2222999999999,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3423,101.5695,101.6205,"GM31","Artificial",2,"Artificial",101.595,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3370,103.6488,103.6998,"GM31","Artificial",2,"Artificial",103.6743,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3365,105.2461,105.2971,"GM31","Artificial",2,"Artificial",105.2716,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3407,110.5608,110.6118,"GM31","Artificial",2,"Artificial",110.5863,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3394,115.4275,115.4785,"GM31","Artificial",2,"Artificial",115.453,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3395,116.1135,116.1645,"GM31","Artificial",2,"Artificial",116.139,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3392,132.0928,132.1438,"GM31","Artificial",2,"Artificial",132.1183,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3411,133.8495,133.9005,"GM31","Artificial",2,"Artificial",133.875,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3385,134.2195,134.2705,"GM31","Artificial",2,"Artificial",134.245,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3419,147.4995,147.5505,"GM31","Artificial",2,"Artificial",147.525,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3396,148.4449,148.4959,"GM31","Artificial",2,"Artificial",148.4704,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3366,154.8189,154.8699,"GM31","Artificial",2,"Artificial",154.8444,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3429,155.6629,155.7139,"GM31","Artificial",2,"Artificial",155.6884,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3376,158.4675,158.5185,"GM31","Artificial",2,"Artificial",158.493,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3408,165.2236,165.2746,"GM31","Artificial",2,"Artificial",165.2491,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3410,171.0816,171.1326,"GM31","Artificial",2,"Artificial",171.1071,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126057846184",49210,176.4977,176.52951561,"GM31","Artificial",2,"Artificial",176.513607805,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3378,183.2622,183.3132,"GM31","Artificial",2,"Artificial",183.2877,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3380,187.4809,187.5319,"GM31","Artificial",2,"Artificial",187.5064,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3384,195.1063,195.1573,"GM31","Artificial",2,"Artificial",195.1318,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3367,196.4423,196.4933,"GM31","Artificial",2,"Artificial",196.4678,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3406,205.7703,205.8213,"GM31","Artificial",2,"Artificial",205.7958,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3402,231.5436,231.5946,"GM31","Artificial",2,"Artificial",231.5691,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3379,240.977,241.028,"GM31","Artificial",2,"Artificial",241.0025,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",2523,244.3523,244.4033,"GM31","Artificial",2,"Artificial",244.3778,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3405,244.3537,244.4047,"GM31","Artificial",2,"Artificial",244.3792,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3409,251.3577,251.4087,"GM31","Artificial",2,"Artificial",251.3832,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3393,259.841,259.892,"GM31","Artificial",2,"Artificial",259.8665,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3383,260.263,260.314,"GM31","Artificial",2,"Artificial",260.2885,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3422,272.3357,272.3867,"GM31","Artificial",2,"Artificial",272.3612,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3368,277.1124,277.1634,"GM31","Artificial",2,"Artificial",277.1379,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3381,304.6037,304.6547,"GM31","Artificial",2,"Artificial",304.6292,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3371,327.7578,327.8088,"GM31","Artificial",2,"Artificial",327.7833,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3421,336.9124,336.9634,"GM31","Artificial",2,"Artificial",336.9379,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3416,358.3758,358.4268,"GM31","Artificial",2,"Artificial",358.4013,"2021-193",299.999976000001
"ch1MPI_2020-01-30_15-06-38_0000193.wav","982126052945896",3390,373.7052,373.7562,"GM31","Artificial",2,"Artificial",373.7307,"2021-193",299.999976000001
"ch1MPI2021-01-22_13-36-35_0000193.wav","982126057846184",8126,10.182678,10.2336779999995,"GM31","Artificial",2,"Artificial",10.2081779999997,"2021-193",299.999976000001
"ch1MPI2021-01-22_13-36-35_0000193.wav","982126057846184",8127,15.786022,15.8370220000068,"GM31","Artificial",2,"Artificial",15.8115220000034,"2021-193",299.999976000001
"ch1MPI2021-01-22_13-36-35_0000193.wav","982126057846184",8128,20.277367,20.3283669999995,"GM31","Artificial",2,"Artificial",20.3028669999998,"2021-193",299.999976000001
"ch1MPI2021-01-22_13-36-35_0000193.wav","982126057846184",8129,23.055367,23.1063669999995,"GM31","Artificial",2,"Artificial",23.0808669999997,"2021-193",299.999976000001
"ch1MPI2021-01-22_13-36-35_0000193.wav","982126057846184",8130,25.950711,26.0017109999995,"GM31","Artificial",2,"Artificial",25.9762109999998,"2021-193",299.999976000001
"ch1MPI2021-01-22_13-36-35_0000193.wav","982126057846184",8131,45.832733,45.8837329999995,"GM31","Artificial",2,"Artificial",45.8582329999997,"2021-193",299.999976000001
